index, name                                                   , type      , volume-mm3 
133 , ctx-lh-inferiortemporal_2                              , cortical  ,     6175.0 
132 , ctx-lh-inferiortemporal_1                              , cortical  ,     6321.0 
131 , ctx-lh-temporalpole_1                                  , cortical  ,     3462.0 
130 , ctx-lh-entorhinal_1                                    , cortical  ,     2371.0 
137 , ctx-lh-superiortemporal_1                              , cortical  ,     6499.0 
136 , ctx-lh-bankssts_1                                      , cortical  ,     3716.0 
135 , ctx-lh-middletemporal_2                                , cortical  ,     8385.0 
134 , ctx-lh-middletemporal_1                                , cortical  ,     4618.0 
139 , ctx-lh-transversetemporal_1                            , cortical  ,     1032.0 
138 , ctx-lh-superiortemporal_2                              , cortical  ,     7018.0 
93  , ctx-lh-rostralmiddlefrontal_1                          , cortical  ,     9757.0 
24  , ctx-rh-postcentral_1                                   , cortical  ,     3429.0 
25  , ctx-rh-postcentral_2                                   , cortical  ,     4248.0 
26  , ctx-rh-supramarginal_1                                 , cortical  ,     4680.0 
27  , ctx-rh-supramarginal_2                                 , cortical  ,     5914.0 
20  , ctx-rh-rostralanteriorcingulate_1                      , cortical  ,     2654.0 
21  , ctx-rh-caudalanteriorcingulate_1                       , cortical  ,     2386.0 
22  , ctx-rh-posteriorcingulate_1                            , cortical  ,     3645.0 
23  , ctx-rh-isthmuscingulate_1                              , cortical  ,     3008.0 
95  , ctx-lh-superiorfrontal_1                               , cortical  ,     6815.0 
28  , ctx-rh-superiorparietal_1                              , cortical  ,     3745.0 
29  , ctx-rh-superiorparietal_2                              , cortical  ,     3462.0 
94  , ctx-lh-rostralmiddlefrontal_2                          , cortical  ,     6678.0 
4   , ctx-rh-frontalpole_1                                   , cortical  ,      950.0 
8   , ctx-rh-parsopercularis_1                               , cortical  ,     4671.0 
96  , ctx-lh-superiorfrontal_2                               , cortical  ,     6079.0 
120 , ctx-lh-cuneus_1                                        , cortical  ,     2214.0 
121 , ctx-lh-pericalcarine_1                                 , cortical  ,     1652.0 
122 , ctx-lh-lateraloccipital_1                              , cortical  ,     2992.0 
123 , ctx-lh-lateraloccipital_2                              , cortical  ,     4644.0 
124 , ctx-lh-lateraloccipital_3                              , cortical  ,     2935.0 
125 , ctx-lh-lingual_1                                       , cortical  ,     2729.0 
126 , ctx-lh-lingual_2                                       , cortical  ,     2669.0 
127 , ctx-lh-fusiform_1                                      , cortical  ,     3293.0 
128 , ctx-lh-fusiform_2                                      , cortical  ,     7014.0 
129 , ctx-lh-parahippocampal_1                               , cortical  ,     2324.0 
91  , ctx-lh-parstriangularis_1                              , cortical  ,     4212.0 
59  , Right-Anterior                                         , subcortical,     1362.0 
58  , Right-Pulvinar                                         , subcortical,     1535.0 
55  , ctx-rh-transversetemporal_1                            , cortical  ,      862.0 
54  , ctx-rh-superiortemporal_2                              , cortical  ,     6454.0 
57  , ctx-rh-insula_2                                        , cortical  ,     4207.0 
56  , ctx-rh-insula_1                                        , cortical  ,     3696.0 
51  , ctx-rh-middletemporal_2                                , cortical  ,     8577.0 
50  , ctx-rh-middletemporal_1                                , cortical  ,     4658.0 
53  , ctx-rh-superiortemporal_1                              , cortical  ,     6877.0 
52  , ctx-rh-bankssts_1                                      , cortical  ,     3142.0 
90  , ctx-lh-medialorbitofrontal_2                           , cortical  ,     3148.0 
115 , ctx-lh-inferiorparietal_1                              , cortical  ,     5452.0 
114 , ctx-lh-superiorparietal_3                              , cortical  ,     3923.0 
88  , ctx-lh-frontalpole_1                                   , cortical  ,      731.0 
89  , ctx-lh-medialorbitofrontal_1                           , cortical  ,     2973.0 
111 , ctx-lh-supramarginal_2                                 , cortical  ,     5366.0 
110 , ctx-lh-supramarginal_1                                 , cortical  ,     4323.0 
